"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","Y","cluster_kmedoids"
"22257",1,1,5,5,8,3,2,1,3,3,2,"5","2"
"22258",1,1,5,5,8,3,1,1,3,3,2,"5","3"
"22259",1,4,5,6,5,8,2,1,4,3,2,"5","1"
"22260",1,3,5,5,8,3,2,1,3,3,2,"3","2"
"22261",2,3,5,5,8,3,2,1,3,3,2,"1","2"
"22262",2,1,5,5,8,3,1,1,3,3,2,"4","3"
"22263",1,2,3,5,6,5,1,3,1,3,1,"5","3"
"22264",1,4,6,5,8,5,2,3,4,3,2,"4","1"
"22265",2,1,5,5,2,3,1,1,1,3,1,"4","5"
"22266",3,1,3,5,6,3,2,2,1,3,2,"1","3"
"22267",1,1,5,5,8,3,1,1,3,3,2,"5","3"
"22269",1,4,6,5,9,8,2,3,4,3,2,"4","1"
"22270",2,4,3,5,8,3,2,2,4,3,2,"1","3"
"22273",2,1,2,5,6,3,2,1,1,3,2,"2","3"
"22274",1,1,5,3,8,3,2,1,3,3,2,"5","2"
"22276",1,4,5,5,8,3,2,1,4,3,2,"5","2"
"22277",1,3,5,5,8,3,1,1,3,3,2,"4","3"
"22278",1,3,5,5,8,3,1,1,3,3,2,"4","3"
"22279",1,1,5,5,8,3,2,1,3,3,2,"5","2"
"22280",1,1,5,5,8,3,2,1,3,3,1,"5","2"
"22281",1,1,2,5,8,3,2,1,3,3,1,"5","3"
"22282",1,4,5,6,8,9,2,1,4,3,2,"5","1"
"22283",1,1,2,5,8,3,2,1,3,3,2,"5","3"
"22284",2,1,5,4,9,8,2,3,3,3,2,"4","1"
"22285",2,4,2,5,6,8,1,1,4,3,1,"2","3"
"22286",1,4,5,5,9,8,2,1,4,3,2,"3","1"
"22287",1,1,5,5,9,3,1,3,3,3,2,"4","2"
"22288",1,4,5,6,6,3,2,1,4,3,1,"4","2"
"22290",3,3,5,5,8,3,1,1,3,3,2,"1","3"
"22291",1,2,5,5,8,3,2,1,3,3,2,"4","2"
"22292",2,3,5,5,8,3,2,1,3,3,2,"3","2"
"22293",1,4,5,5,8,3,2,1,4,3,2,"3","2"
"22294",1,2,2,4,8,3,1,1,3,3,2,"4","3"
"22297",1,1,6,4,6,3,1,3,1,3,1,"4","2"
"22298",2,2,5,5,9,3,1,1,1,3,2,"2","3"
"22300",3,1,5,5,8,3,2,1,3,3,1,"4","2"
"22301",1,1,5,5,8,3,2,1,3,3,2,"5","2"
"22302",1,1,5,5,8,3,2,1,3,3,2,"5","2"
"22303",1,1,5,5,6,3,2,3,3,3,2,"5","2"
"22304",3,2,2,5,6,3,1,1,1,3,1,"2","3"
"22305",2,1,5,5,8,3,1,1,3,3,2,"5","3"
"22307",2,4,5,5,6,3,1,2,4,3,1,"4","2"
"22308",1,4,5,5,8,3,2,1,4,3,2,"4","2"
"22309",2,3,5,5,8,3,2,1,3,3,2,"3","2"
"22310",2,1,5,5,8,3,1,1,3,3,2,"4","3"
"22311",1,1,5,5,8,3,1,1,3,3,1,"5","3"
"22312",2,1,5,5,8,3,2,1,3,3,2,"4","2"
"22313",1,1,2,4,8,3,2,2,3,3,2,"5","3"
"22314",3,1,2,5,8,3,1,1,3,3,2,"4","3"
"22315",1,1,5,5,8,3,2,1,3,3,2,"5","2"
"22316",1,3,5,5,8,2,2,1,3,3,2,"3","2"
"22317",3,3,5,5,8,3,2,1,3,3,2,"1","2"
"22318",3,3,5,5,8,3,2,1,3,3,2,"1","2"
"22320",1,2,5,6,8,8,2,1,3,3,1,"4","1"
"22321",1,1,5,5,6,8,1,3,1,1,2,"4","1"
"22322",1,1,2,4,8,8,2,1,3,3,2,"5","1"
"22323",1,1,2,5,8,3,2,1,3,3,2,"5","3"
"22324",1,1,2,5,8,3,2,1,3,3,2,"5","3"
"22325",2,1,5,5,8,3,1,1,3,3,2,"5","3"
"22326",1,1,5,6,8,8,2,1,3,3,2,"2","1"
"22327",1,1,5,5,8,3,1,1,3,3,1,"5","3"
"22328",1,1,2,4,8,3,1,1,3,3,2,"5","3"
"22329",1,1,5,5,8,3,2,1,3,3,2,"5","2"
"22330",2,1,5,5,8,3,2,1,3,3,1,"5","2"
"22331",1,2,2,6,9,3,1,1,1,3,1,"4","3"
"22332",1,4,5,5,8,3,2,1,4,3,2,"3","2"
"22333",2,2,5,5,6,3,1,3,1,1,1,"3","2"
"22334",3,1,5,6,8,3,2,1,1,3,2,"1","2"
"22335",2,2,7,5,6,3,1,3,1,3,2,"1","2"
"22336",1,1,5,5,9,8,2,3,3,3,2,"5","1"
"22337",2,4,2,5,6,3,1,1,4,3,2,"2","3"
"22338",1,1,5,5,6,8,1,3,1,1,1,"5","1"
"22339",3,1,5,4,6,3,1,1,1,3,1,"4","3"
"22341",1,4,5,6,9,8,2,3,4,3,2,"3","1"
"22342",1,4,5,5,5,3,2,3,4,3,2,"4","2"
"22343",2,1,5,5,6,8,2,3,3,3,1,"5","1"
"22344",2,1,2,5,8,3,2,1,3,3,1,"5","3"
"22345",1,1,2,4,8,3,1,1,3,3,2,"5","3"
"22346",1,1,5,5,8,3,2,1,3,3,2,"5","2"
"22348",1,3,2,5,8,3,2,1,1,3,2,"5","3"
"22349",3,2,5,5,8,3,2,1,3,3,2,"1","2"
"22350",3,4,5,5,8,3,2,1,4,3,2,"1","2"
"22352",1,1,3,5,6,3,1,3,1,1,2,"5","4"
"22353",3,1,5,5,8,3,1,1,3,3,2,"2","3"
"22354",1,2,5,6,8,3,2,1,3,3,2,"4","2"
"22355",2,4,5,5,8,3,2,1,4,3,2,"3","2"
"22357",1,1,5,5,8,3,2,1,3,3,2,"5","2"
"22358",1,4,5,4,8,3,2,1,4,3,2,"4","2"
"22359",1,1,5,5,8,3,2,1,3,3,2,"5","2"
"22360",1,1,2,4,8,8,2,3,3,3,2,"5","1"
"22362",1,1,2,5,8,3,2,1,3,3,2,"5","3"
"22363",1,1,2,4,8,3,2,1,3,3,1,"5","3"
"22364",1,1,2,5,8,3,2,1,3,3,2,"5","3"
"22365",1,2,5,6,8,3,2,1,3,3,2,"5","2"
"22366",2,1,5,5,5,3,2,1,3,3,2,"4","2"
"22367",1,1,5,5,8,3,1,1,3,3,1,"5","3"
"22368",1,1,2,5,8,3,2,1,3,3,2,"5","3"
"22369",2,1,2,5,8,3,1,1,3,3,1,"5","3"
"22370",1,3,5,5,8,3,2,1,3,3,2,"5","2"
"22371",1,3,5,5,8,3,2,1,3,3,2,"3","2"
"22372",1,2,5,5,8,3,2,1,3,3,2,"4","2"
"22374",1,1,5,5,6,8,1,3,1,3,1,"5","1"
"22375",2,1,5,6,9,8,2,1,3,3,2,"4","1"
"22376",2,1,2,5,6,3,1,1,1,3,1,"5","3"
"22379",1,1,3,5,6,3,1,2,1,1,2,"5","4"
"22380",2,1,3,4,6,3,1,2,1,1,1,"5","4"
"22381",1,1,5,5,8,3,2,3,3,3,2,"4","2"
"22382",2,1,5,5,8,3,1,1,3,3,1,"5","3"
"22383",1,1,5,5,6,3,2,1,3,3,1,"5","2"
"22385",2,1,5,5,8,3,2,1,3,3,1,"5","2"
"22386",1,1,5,5,8,3,1,1,3,3,2,"5","3"
"22387",1,4,2,6,8,8,2,1,4,3,2,"3","1"
"22388",1,2,2,5,6,8,2,1,1,3,2,"5","3"
"22389",1,1,5,5,8,8,2,1,3,3,2,"5","1"
"22390",1,1,2,5,8,3,2,1,3,3,1,"5","3"
"22391",1,1,2,4,8,8,2,1,3,3,1,"5","3"
"22392",1,1,2,5,8,3,2,1,3,3,2,"5","3"
"22393",1,1,2,4,8,3,1,1,3,3,2,"5","3"
"22394",2,1,6,5,6,8,2,3,1,3,1,"2","1"
"22395",1,1,6,5,6,3,1,3,1,3,2,"4","2"
"22396",2,4,2,6,9,8,2,1,4,4,1,"1","3"
"22397",1,1,5,5,8,3,2,1,3,3,2,"5","2"
"22398",1,1,5,4,8,3,1,1,3,3,1,"5","3"
"22399",1,1,5,5,6,8,2,3,1,3,2,"5","1"
"22400",3,4,5,6,9,3,1,1,4,3,2,"1","3"
"22401",2,3,5,5,8,3,1,1,3,3,2,"1","3"
"22402",3,3,5,5,8,3,2,1,3,3,2,"1","2"
"22404",1,1,2,5,8,3,2,1,3,3,2,"5","3"
"22405",1,1,2,5,8,3,2,1,3,3,1,"5","3"
"22406",3,1,5,5,8,3,1,1,3,3,2,"4","3"
"22407",2,1,5,5,8,3,2,1,3,3,1,"5","2"
"22408",3,1,5,6,8,3,2,1,3,3,2,"3","2"
"22409",2,3,5,5,8,3,1,1,3,3,2,"2","3"
"22410",2,3,5,5,8,3,1,1,3,3,2,"2","3"
"22411",3,3,5,5,8,3,2,1,3,3,2,"1","2"
"22412",1,1,3,5,8,3,2,2,3,3,1,"5","3"
"22413",3,1,5,4,8,3,1,1,3,3,1,"5","3"
"22414",2,1,5,5,6,8,1,1,1,1,2,"4","1"
"22415",1,4,5,6,9,8,2,1,4,3,2,"3","1"
"22416",1,4,5,5,5,8,2,3,4,3,2,"5","1"
"22417",1,1,2,5,6,3,2,1,3,3,1,"5","3"
"22418",1,1,5,5,8,3,2,1,3,3,2,"5","2"
"22419",1,1,2,4,8,8,2,1,3,3,2,"5","1"
"22420",1,1,2,5,8,3,2,1,3,3,1,"5","3"
"22421",1,1,5,5,8,3,2,1,3,3,2,"5","2"
"22422",2,1,5,5,6,3,1,3,3,3,2,"4","2"
"22424",1,4,7,5,9,3,2,3,4,3,1,"3","2"
"22425",1,3,5,4,6,3,2,1,1,3,2,"5","2"
"22426",1,4,5,6,8,8,2,1,4,3,2,"5","1"
"22427",2,1,5,5,6,3,1,3,3,3,2,"3","2"
"22428",1,1,5,5,6,3,1,1,1,3,2,"5","3"
"22431",1,1,3,5,6,3,2,2,1,1,2,"5","4"
"22432",2,1,2,5,8,3,2,1,3,3,1,"5","3"
"22433",3,1,2,5,6,3,2,1,1,3,2,"1","3"
"22434",1,1,5,5,6,3,1,1,1,3,1,"5","3"
"22435",2,1,2,5,8,3,2,1,3,3,2,"5","3"
"22436",3,1,2,5,8,3,2,1,3,3,1,"4","3"
"22437",1,1,5,4,6,3,1,3,3,3,2,"5","2"
"22438",1,1,5,5,6,3,2,2,1,1,1,"4","2"
"22439",3,1,5,5,8,3,2,1,3,3,2,"3","2"
"22440",3,1,5,5,8,3,2,1,3,3,2,"3","2"
"22441",2,1,5,5,8,3,1,1,3,3,2,"5","3"
"22442",2,3,5,5,8,3,1,1,3,3,2,"2","3"
"22443",1,1,5,5,8,3,2,1,3,3,2,"5","2"
"22444",3,3,5,5,8,3,2,1,3,3,2,"1","2"
"22445",1,1,2,5,6,3,2,1,1,1,1,"5","4"
"22446",1,1,5,5,6,8,2,3,3,3,2,"5","1"
"22447",1,1,5,5,9,3,1,3,3,3,2,"4","2"
"22448",1,1,5,6,8,5,2,1,3,3,2,"5","1"
"22449",1,1,5,6,8,8,2,3,3,3,2,"4","1"
"22450",1,1,2,4,8,3,2,1,3,3,2,"5","3"
"22451",1,3,2,5,8,3,2,1,3,3,1,"5","3"
"22452",1,1,2,4,8,3,2,1,4,3,2,"5","3"
"22453",1,1,5,5,8,3,2,1,3,3,1,"5","2"
"22454",1,1,2,5,8,3,2,1,3,3,2,"5","3"
"22455",2,1,5,5,8,3,1,1,3,3,1,"5","3"
"22456",1,1,3,5,8,3,2,2,3,3,2,"5","3"
"22457",1,4,5,5,6,3,1,3,4,3,2,"5","2"
"22459",1,4,2,5,9,8,2,1,4,3,2,"2","1"
"22460",1,1,2,5,6,3,2,1,1,1,2,"5","4"
"22461",1,1,2,4,6,5,2,1,1,1,2,"5","4"
"22462",1,1,3,4,6,3,1,2,1,1,1,"5","4"
"22463",1,4,2,6,9,8,2,1,4,3,2,"2","1"
"22464",1,1,5,6,8,3,2,1,3,3,2,"5","2"
"22467",3,1,5,4,8,3,1,3,3,3,1,"3","2"
"22468",1,4,6,5,8,5,2,1,4,3,2,"4","1"
"22469",2,4,5,5,6,3,1,3,4,3,2,"1","2"
"22470",2,3,2,5,8,3,2,1,3,3,2,"1","3"
"22472",1,1,5,6,8,9,2,1,3,3,2,"5","1"
"22473",1,4,2,5,8,3,2,1,4,3,2,"2","3"
"22474",1,1,2,6,8,3,2,1,1,3,2,"5","3"
"22475",1,1,5,5,8,5,1,1,3,3,2,"5","3"
"22476",1,1,5,5,8,3,2,1,3,3,1,"5","2"
"22477",3,1,5,5,6,8,1,3,3,3,2,"3","1"
"22478",1,1,5,4,8,3,1,1,3,3,1,"5","3"
"22479",1,1,5,5,8,3,1,1,3,3,1,"5","3"
"22480",1,4,2,5,8,3,1,1,4,3,2,"4","3"
"22481",1,1,5,6,8,9,2,1,3,3,2,"5","1"
"22483",1,1,5,5,8,2,2,1,3,3,2,"5","2"
"22484",2,3,5,5,8,3,1,1,3,3,2,"2","3"
"22485",1,4,5,5,9,8,2,1,4,3,2,"2","1"
"22486",1,1,5,5,6,3,2,3,3,3,1,"5","2"
"22487",2,1,2,5,9,8,2,1,3,3,2,"4","1"
"22488",3,1,2,4,8,3,2,1,3,3,1,"5","3"
"22489",1,2,2,6,6,3,2,1,1,3,2,"5","3"
"22490",1,1,5,5,6,3,1,3,1,3,2,"3","2"
"22491",3,1,3,5,8,3,1,2,3,3,1,"5","3"
"22492",2,4,2,5,8,8,1,1,4,3,2,"2","3"
"22493",2,1,3,5,8,3,1,2,1,3,2,"5","3"
"22494",1,2,6,5,8,8,2,3,3,3,2,"3","1"
"22495",1,4,7,5,9,3,2,3,4,3,2,"3","2"
"22496",1,1,5,5,6,3,2,1,1,1,1,"5","2"
"22497",2,1,5,5,6,3,2,2,3,3,2,"4","2"
"22499",1,1,2,5,8,3,2,1,1,3,1,"4","3"
"22500",1,2,6,6,6,3,2,3,1,1,1,"5","2"
"22501",1,2,2,5,9,3,2,1,3,3,2,"2","3"
"22502",1,2,5,6,6,9,2,1,1,3,2,"5","1"
"22503",1,2,5,5,6,8,1,1,1,3,2,"5","1"
"22504",1,1,2,5,6,3,2,1,1,3,2,"5","3"
"22507",1,1,5,5,6,3,1,3,1,1,1,"4","2"
"22508",1,1,5,5,5,3,1,1,1,3,1,"5","3"
"22510",1,1,6,5,6,3,2,3,3,3,2,"5","2"
"22512",2,1,5,5,9,8,2,3,3,3,1,"4","1"
"22513",2,1,5,5,9,3,2,3,1,3,2,"4","2"
"22514",1,1,5,5,8,3,2,1,3,3,2,"5","2"
"22516",1,1,5,5,5,5,2,3,3,4,1,"5","2"
"22518",1,2,6,5,6,8,2,3,1,3,2,"3","1"
"22519",2,1,5,5,9,3,1,3,3,3,1,"5","2"
"22520",1,2,7,5,6,3,2,3,1,3,2,"5","2"
"22521",1,4,2,5,6,3,1,1,4,3,1,"4","3"
"22522",1,3,5,6,8,3,2,1,3,3,2,"3","2"
"22523",1,1,5,4,8,3,1,1,3,3,2,"5","3"
"22524",1,1,5,6,5,9,2,1,3,3,2,"5","1"
"22525",2,3,5,5,8,3,1,1,3,3,2,"2","3"
"22526",3,3,5,5,8,3,1,1,3,3,2,"1","3"
"22528",1,3,2,4,8,3,1,1,3,3,2,"4","3"
"22529",1,3,2,5,8,3,1,1,3,3,2,"4","3"
"22530",1,3,5,5,8,3,2,1,3,3,2,"4","2"
"22531",1,3,5,6,8,3,2,1,3,3,2,"5","2"
"22532",2,3,5,5,8,3,2,1,3,3,2,"1","2"
"22533",1,3,5,5,8,8,2,1,3,3,2,"5","1"
"22534",1,1,2,5,6,3,1,1,1,1,2,"5","4"
"22535",1,1,2,4,6,3,1,3,1,1,1,"5","4"
"22536",1,1,2,5,6,3,1,1,1,1,1,"5","4"
"22538",1,1,2,5,9,8,2,1,1,1,2,"3","4"
"22539",1,2,5,6,9,5,2,1,1,4,2,"1","2"
"22540",1,4,5,5,9,8,2,3,4,1,2,"3","1"
"22542",3,1,5,5,8,3,1,1,3,3,1,"5","3"
"22543",1,1,5,5,8,3,1,1,3,3,1,"5","3"
"22544",1,1,2,5,8,3,2,1,3,3,1,"5","3"
"22545",1,1,2,5,8,3,1,1,3,3,1,"5","3"
"22546",1,1,5,6,8,3,2,1,3,3,2,"5","2"
"22547",1,1,5,6,8,3,2,1,3,3,2,"5","2"
"22548",1,1,5,5,6,3,2,1,3,3,2,"5","2"
"22549",2,1,5,4,6,3,1,3,1,1,1,"4","2"
"22550",1,1,5,5,6,3,2,1,1,3,2,"3","2"
"22552",1,1,5,5,6,8,2,1,1,3,1,"5","1"
"22553",1,1,5,5,9,8,2,3,1,3,2,"5","1"
"22554",1,4,5,5,9,8,2,3,4,3,2,"3","1"
"22555",1,1,2,4,8,3,1,1,3,3,2,"5","3"
"22556",1,1,2,4,8,3,1,1,3,3,2,"5","3"
"22557",1,1,2,5,8,3,2,1,3,3,2,"5","3"
"22558",1,1,5,5,8,3,1,1,3,3,2,"5","3"
"22559",1,1,5,5,8,3,2,1,1,3,2,"4","2"
"22560",2,4,5,5,8,3,2,2,4,3,1,"3","2"
"22562",1,2,7,6,6,3,2,3,1,1,1,"4","2"
"22563",2,1,5,5,6,3,1,1,1,1,1,"5","4"
"22564",3,1,7,5,6,3,1,3,1,1,1,"3","2"
"22565",1,4,5,5,9,8,2,2,4,3,2,"2","1"
"22566",1,4,2,5,8,8,1,1,4,3,2,"5","3"
"22567",1,1,7,5,6,8,2,3,3,3,2,"5","1"
"22568",1,1,6,5,6,3,1,3,1,3,1,"5","2"
"22570",1,1,5,4,6,3,1,1,1,1,1,"5","4"
"22571",1,1,2,5,9,3,1,1,1,3,1,"5","3"
"22572",3,3,5,5,8,3,1,1,3,3,2,"1","3"
"22573",2,1,5,5,8,3,2,1,3,3,2,"4","2"
"22574",2,3,5,5,8,3,1,1,3,3,2,"2","3"
"22576",1,1,2,5,6,3,1,1,1,1,2,"5","4"
"22577",1,1,5,4,6,3,1,1,1,1,1,"5","4"
"22578",1,1,2,5,6,3,1,1,1,1,1,"5","4"
"22580",2,1,5,5,6,8,2,1,1,3,1,"3","1"
"22581",1,1,5,5,6,3,1,3,1,3,1,"5","2"
"22582",1,4,1,5,6,3,1,1,4,3,1,"5","3"
"22583",1,1,2,5,6,3,1,1,1,3,1,"5","3"
"22585",1,1,2,5,8,3,2,2,3,3,2,"5","3"
"22586",1,1,2,5,8,3,2,1,3,3,2,"5","3"
"22587",1,1,2,5,8,3,2,1,3,3,2,"5","3"
"22588",1,1,5,5,8,3,2,1,3,3,1,"5","2"
"22589",1,3,5,5,8,3,1,1,3,3,2,"4","3"
"22590",2,3,5,5,8,3,2,1,3,3,2,"1","2"
"22591",1,2,5,5,8,3,2,1,3,3,2,"5","2"
"22592",1,3,5,5,8,3,2,1,3,3,2,"5","2"
"22593",1,1,6,5,9,8,2,3,1,1,2,"4","1"
"22595",1,1,6,5,9,8,2,3,3,3,2,"5","1"
"22596",2,2,5,5,6,2,1,3,1,1,1,"3","2"
"22597",1,1,3,5,6,3,1,3,1,1,2,"3","4"
"22598",1,1,2,5,6,3,2,1,1,1,2,"5","4"
"22600",2,1,3,5,6,3,1,2,1,2,1,"4","3"
"22601",2,2,2,5,6,3,2,1,1,3,1,"2","3"
"22602",2,1,2,5,8,3,2,1,3,3,1,"5","3"
"22603",1,1,5,5,8,5,2,1,3,3,2,"5","1"
"22604",3,1,6,5,6,3,2,3,1,3,2,"1","2"
"22606",2,4,5,5,9,8,1,1,4,1,2,"2","1"
"22609",1,1,2,5,6,3,1,1,1,3,2,"5","3"
"22610",1,4,5,6,9,3,2,1,4,3,2,"3","2"
"22611",1,1,5,5,8,3,2,1,3,3,2,"5","2"
"22612",1,1,5,5,9,3,2,1,3,3,2,"4","2"
"22613",3,1,2,5,2,3,1,1,1,1,1,"4","5"
"22614",1,1,5,5,6,3,2,3,1,1,2,"4","2"
"22615",3,1,5,5,6,3,1,1,3,1,1,"5","4"
"22616",1,3,5,5,8,3,1,1,3,3,2,"5","3"
"22617",1,4,5,5,8,3,2,1,4,3,2,"5","2"
"22618",1,3,5,5,8,3,2,1,3,3,2,"4","2"
"22619",2,2,2,4,8,3,1,1,3,3,2,"2","3"
"22620",3,3,5,5,8,3,1,1,3,3,2,"1","3"
"22621",1,2,5,6,8,9,2,1,3,3,2,"5","1"
"22622",2,1,5,5,5,3,2,1,3,3,2,"4","2"
"22623",1,1,3,5,9,3,2,2,3,3,2,"4","3"
"22624",1,4,6,5,6,3,2,3,4,3,2,"5","2"
"22625",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"22626",2,4,5,5,9,3,2,2,4,3,2,"1","2"
"22627",1,1,2,4,8,3,2,1,3,3,2,"5","3"
"22628",3,1,2,5,8,3,2,1,3,3,2,"4","3"
"22629",1,3,5,5,8,3,1,1,3,3,2,"4","3"
"22631",1,1,2,5,6,3,1,1,1,3,1,"5","3"
"22632",1,2,6,5,6,8,2,3,1,3,2,"5","1"
"22633",2,2,5,6,6,3,1,1,1,4,1,"1","3"
"22634",3,1,5,5,8,3,2,1,3,3,1,"4","2"
"22635",2,1,5,5,8,3,1,1,3,3,2,"4","3"
"22636",1,1,5,5,6,3,2,1,3,3,2,"5","2"
"22637",1,4,6,6,9,9,2,3,4,4,2,"2","1"
"22638",1,4,5,5,5,3,1,1,4,3,2,"4","3"
"22639",1,4,6,6,5,8,2,3,4,3,1,"3","1"
"22640",1,1,5,5,6,8,1,1,3,1,2,"5","1"
"22641",1,1,2,5,6,3,1,1,1,1,1,"5","4"
"22642",3,1,4,5,8,3,2,1,3,3,1,"4","3"
"22645",1,2,7,5,6,5,2,3,2,1,2,"4","1"
"22646",1,1,6,5,6,3,2,3,1,3,2,"4","2"
"22647",1,1,2,5,6,3,1,1,1,1,1,"5","4"
"22648",1,1,2,5,6,3,1,1,1,3,1,"4","3"
"22649",1,3,5,5,8,3,2,1,3,3,2,"5","2"
"22650",2,3,5,5,8,3,2,1,3,3,2,"1","2"
"22651",3,1,5,5,8,3,1,1,3,3,2,"4","3"
"22652",3,1,5,5,6,8,2,3,1,1,1,"2","1"
"22653",2,1,6,5,6,8,2,3,1,3,1,"3","1"
"22656",3,3,5,5,8,3,2,1,3,3,2,"1","2"
"22658",1,3,2,5,6,1,2,1,2,1,1,"5","4"
"22660",2,2,5,5,6,3,1,3,1,3,1,"3","2"
"22661",1,1,5,5,6,3,1,3,1,3,1,"5","2"
"22664",2,1,5,5,6,3,1,1,1,3,1,"4","3"
"22665",1,1,6,5,6,3,2,3,1,1,1,"5","2"
"22667",2,1,5,5,6,8,2,1,3,1,2,"4","1"
"22668",1,1,5,5,8,8,2,1,3,3,2,"5","1"
"22669",1,1,5,5,5,5,1,1,1,3,2,"5","3"
"22670",2,1,5,5,8,3,2,1,3,3,2,"4","2"
"22671",1,1,5,5,8,5,2,1,3,3,1,"5","2"
"22672",1,4,5,5,9,3,2,1,4,3,2,"3","2"
"22673",2,1,5,5,6,3,1,3,1,1,2,"3","2"
"22675",2,1,2,5,6,3,2,1,1,3,1,"4","3"
"22677",1,1,5,5,6,3,1,3,1,3,2,"5","2"
"22679",1,3,5,6,8,5,2,1,3,3,2,"4","1"
"22680",1,3,5,5,8,3,1,1,3,3,2,"5","3"
"22682",3,3,5,5,8,3,2,1,3,3,2,"1","2"
"22683",1,1,5,5,8,3,2,1,3,3,2,"5","2"
"22684",1,1,2,5,6,3,1,1,1,1,1,"5","4"
"22685",1,2,6,5,9,3,2,3,1,3,2,"1","2"
"22686",2,2,6,6,6,3,2,3,1,1,2,"1","2"
"22688",2,1,5,5,6,3,2,3,3,3,1,"4","2"
"22690",2,1,2,5,6,3,2,1,1,1,2,"3","4"
"22691",1,1,5,5,6,3,2,1,1,3,2,"5","2"
"22692",1,2,6,6,6,8,2,3,1,3,2,"4","1"
"22693",1,1,5,5,8,3,2,1,1,3,2,"5","2"
"22694",3,1,2,5,6,3,1,1,1,3,1,"2","3"
"22695",2,1,5,5,9,3,1,3,3,3,1,"4","2"
"22696",2,1,5,5,8,8,2,1,3,3,2,"4","1"
"22697",2,1,5,5,6,3,2,1,3,3,2,"4","2"
"22698",3,2,6,5,6,8,1,3,1,3,1,"3","1"
"22699",1,1,6,5,6,8,2,3,1,3,2,"5","1"
"22700",3,2,6,6,6,3,1,3,1,3,2,"1","2"
"22703",1,1,2,5,6,8,1,1,3,3,2,"5","3"
"22704",1,1,3,5,8,3,2,2,3,3,2,"5","3"
"22705",2,3,5,5,8,3,2,1,3,3,2,"1","2"
"22707",1,2,5,5,8,3,2,1,3,3,2,"5","2"
"22708",1,4,6,5,6,5,1,3,4,1,2,"3","1"
"22710",1,1,2,6,6,3,1,1,1,3,2,"5","3"
"22711",1,4,5,6,9,8,1,3,4,1,2,"2","1"
"22712",2,1,5,4,6,8,1,3,3,3,1,"5","1"
"22713",1,4,5,5,9,3,2,1,4,3,1,"4","2"
"22714",1,3,5,4,8,3,2,1,3,3,2,"5","2"
"22715",3,1,6,5,5,3,1,1,3,3,2,"5","2"
"22716",3,3,5,5,8,3,2,1,3,3,2,"1","2"
"22717",2,1,6,4,6,2,2,3,1,3,1,"4","2"
"22719",1,4,2,5,9,8,2,1,4,3,2,"5","1"
"22720",1,4,5,5,9,8,2,1,4,3,1,"4","1"
"22721",3,1,5,5,5,3,2,1,3,3,2,"3","2"
"22722",3,3,5,5,8,3,1,1,3,3,2,"1","3"
"22723",1,1,5,5,9,8,2,1,3,3,2,"5","1"
"22724",1,4,6,5,9,8,2,3,4,3,2,"2","1"
"22725",1,4,7,5,9,8,2,3,4,3,2,"3","1"
"22726",2,1,2,5,6,3,1,1,3,3,2,"4","3"
"22727",1,2,2,6,6,9,2,1,1,3,2,"5","3"
"22728",2,1,6,5,2,3,1,3,1,1,1,"3","5"
"22729",1,1,5,4,6,3,1,1,1,3,1,"5","3"
"22730",1,1,5,6,8,3,2,1,3,3,1,"5","2"
"22731",1,1,5,5,9,8,2,3,1,3,2,"5","1"
"22732",2,1,2,5,6,3,2,1,3,3,2,"4","3"
"22733",3,1,2,5,8,3,2,1,3,3,1,"4","3"
"22734",3,1,3,4,5,3,1,2,1,3,1,"5","3"
"22735",1,2,5,5,6,3,2,1,1,3,2,"4","2"
"22736",2,1,5,5,2,3,1,3,1,1,1,"4","5"
"22737",1,4,5,6,9,3,2,1,4,4,1,"3","2"
"22738",1,1,5,5,6,3,1,1,1,3,1,"5","3"
"22739",3,4,5,5,8,3,2,1,4,3,2,"1","2"
"22740",3,3,5,5,8,3,1,1,3,3,2,"2","3"
"22741",1,1,5,4,6,2,1,3,1,3,1,"4","2"
"22742",1,1,5,5,5,9,2,1,1,4,2,"5","1"
"22744",3,1,5,5,6,3,1,1,1,1,1,"3","4"
"22745",1,2,5,5,6,3,2,3,4,3,2,"3","2"
"22746",1,1,2,5,6,3,1,1,1,3,1,"5","3"
"22747",1,1,2,5,6,3,2,1,1,3,2,"4","3"
"22748",3,1,2,5,6,3,1,1,1,3,1,"2","3"
"22749",3,1,5,5,6,8,2,3,1,1,1,"3","1"
"22750",2,1,2,5,9,3,1,1,1,3,2,"2","3"
"22751",1,4,5,6,9,8,2,1,4,3,2,"3","1"
"22754",1,2,5,5,6,8,2,3,1,1,2,"4","1"
"22758",3,4,5,5,8,3,2,1,4,3,2,"3","2"
"22759",3,3,5,5,8,3,2,1,3,3,2,"1","2"
"22760",3,1,6,5,8,5,2,3,1,3,2,"1","2"
"22762",1,3,5,5,8,3,2,1,3,3,2,"5","2"
"22763",2,2,5,5,8,3,2,1,3,3,2,"1","2"
"22764",1,3,5,5,8,3,2,1,3,3,2,"4","2"
"22765",2,1,5,5,8,3,1,1,3,3,2,"5","3"
"22766",2,1,2,5,2,3,1,3,1,1,1,"3","5"
"22767",1,1,6,5,6,3,2,3,1,3,1,"5","2"
"22768",1,1,2,5,6,3,1,1,1,1,1,"5","4"
